tenure_years,engagement_score,workload_index,manager_changes_12m,promotion_last_2y,remote_status,job_level,attrition_12m
2.6,56.6,42.2,2,0,Onsite,IC3,0
6.5,76.3,56.3,0,0,Remote,IC2,0
4.9,57.6,83.7,1,0,Hybrid,IC2,0
2.53,49.0,88.8,0,0,Hybrid,IC1,0
0.39,63.1,84.6,0,0,Remote,IC3,0
3.48,69.3,72.1,0,0,Onsite,IC2,0
3.25,41.8,35.4,3,0,Hybrid,IC2,0
0.29,51.9,66.8,2,0,Onsite,IC2,0
4.5,68.1,35.7,1,0,Hybrid,IC3,0
1.15,62.3,31.2,0,0,Hybrid,IC1,0
6.73,73.5,62.3,1,0,Hybrid,Manager,0
3.09,51.0,67.4,0,0,Hybrid,IC2,0
1.96,78.0,74.3,0,1,Onsite,IC1,0
3.86,51.4,66.9,1,1,Hybrid,IC2,0
3.69,91.0,67.6,3,0,Onsite,IC1,0
3.58,44.0,40.3,1,0,Hybrid,IC2,0
6.13,52.7,56.1,0,0,Remote,IC2,0
4.04,73.8,30.9,2,0,Remote,Manager,0
1.81,91.3,21.9,2,0,Onsite,IC2,0
2.66,72.4,71.3,0,0,Hybrid,IC1,0
8.42,75.9,44.4,0,0,Hybrid,IC2,0
1.67,68.2,73.7,0,1,Hybrid,IC1,0
4.45,53.6,78.0,0,0,Hybrid,IC1,0
6.28,61.1,46.9,0,1,Hybrid,IC2,0
4.76,51.0,68.6,0,0,Hybrid,IC1,0
3.5,50.1,46.1,0,0,Onsite,IC1,0
3.92,73.6,24.8,2,0,Remote,Manager,0
4.98,52.3,60.2,0,0,Hybrid,IC3,1
1.65,72.5,49.5,0,0,Remote,Manager,0
3.26,49.8,50.1,0,0,Onsite,IC2,0
12.89,72.1,93.6,0,0,Hybrid,IC3,0
4.55,61.2,30.5,0,0,Hybrid,IC2,0
3.59,87.7,64.9,0,0,Onsite,IC1,0
2.45,72.5,40.1,1,0,Hybrid,IC3,0
1.67,85.3,74.3,1,0,Remote,IC1,0
4.02,57.4,63.4,0,0,Hybrid,IC2,0
4.23,68.8,64.8,1,0,Remote,IC3,0
3.09,54.3,41.0,2,0,Onsite,IC3,0
16.32,62.2,44.2,0,0,Hybrid,IC2,0
1.8,64.3,74.7,1,1,Onsite,IC2,0
1.44,57.8,89.9,0,0,Onsite,IC1,0
2.48,51.0,66.6,0,0,Onsite,Manager,0
3.17,48.2,41.8,2,0,Hybrid,IC1,0
1.59,35.2,64.1,0,1,Remote,IC2,0
3.95,53.2,100.0,2,0,Hybrid,IC1,0
4.27,76.8,59.8,0,0,Onsite,Manager,0
5.41,45.6,84.3,3,0,Onsite,IC3,0
2.16,48.8,44.7,0,0,Onsite,IC2,0
7.95,93.1,57.2,0,1,Remote,Manager,0
5.15,59.1,69.2,0,0,Remote,IC1,0
1.77,72.5,65.2,1,0,Onsite,Manager,0
1.58,77.0,44.2,3,0,Remote,IC1,0
2.62,77.3,43.4,1,0,Hybrid,IC2,0
4.28,46.7,75.8,0,0,Hybrid,IC1,0
4.74,64.8,79.4,0,1,Hybrid,Manager,0
5.15,45.3,85.2,2,1,Hybrid,Manager,0
12.36,100.0,90.5,0,1,Onsite,IC2,0
0.56,45.7,60.4,0,0,Onsite,IC1,0
3.03,53.3,52.4,0,1,Hybrid,IC2,0
11.69,53.4,82.3,1,0,Hybrid,IC2,0
5.58,47.0,70.8,1,0,Onsite,IC2,1
1.36,86.9,40.3,0,0,Hybrid,IC1,0
3.8,100.0,39.4,0,0,Hybrid,IC3,0
2.89,61.3,66.9,2,1,Hybrid,IC3,0
2.81,49.5,54.8,0,1,Remote,Manager,1
2.13,36.7,57.5,3,0,Remote,IC2,0
3.57,64.6,77.3,1,1,Onsite,IC2,0
6.98,63.6,71.7,1,0,Hybrid,IC2,1
2.29,58.9,81.9,3,0,Remote,IC1,1
5.17,71.1,23.2,3,1,Hybrid,IC3,0
5.82,73.5,62.6,0,0,Onsite,IC3,0
7.9,72.5,70.5,0,1,Hybrid,IC1,0
1.56,63.6,30.5,3,0,Hybrid,IC2,0
3.36,52.6,46.2,0,0,Remote,IC3,0
1.92,77.3,42.9,0,0,Onsite,IC2,0
3.58,68.2,58.4,1,0,Onsite,IC2,0
3.56,80.4,87.3,2,1,Hybrid,IC3,0
1.22,79.1,94.4,0,1,Hybrid,IC2,0
3.74,48.1,43.3,1,0,Hybrid,IC1,0
12.76,47.9,67.5,0,0,Onsite,IC3,0
4.75,57.4,68.1,0,0,Onsite,Manager,0
0.99,53.2,65.0,0,0,Onsite,IC1,1
1.47,78.6,65.2,2,0,Hybrid,IC1,0
3.23,72.9,63.5,1,0,Hybrid,IC3,0
1.5,83.4,88.4,2,0,Hybrid,IC3,1
7.62,73.6,77.8,0,0,Onsite,IC2,0
0.87,70.9,38.9,0,0,Remote,IC2,0
4.77,84.8,72.3,1,1,Remote,IC3,0
0.69,74.6,74.1,1,0,Hybrid,IC2,0
3.19,69.0,63.7,0,0,Hybrid,IC1,0
1.31,88.7,78.4,1,0,Onsite,IC1,0
5.4,69.6,61.4,1,0,Remote,IC2,0
6.78,63.7,61.6,0,1,Hybrid,Manager,0
4.27,56.3,60.2,0,0,Remote,IC2,0
6.99,77.8,21.7,0,0,Hybrid,IC2,0
0.19,85.3,56.6,0,1,Onsite,Manager,0
3.7,67.3,46.0,2,0,Hybrid,IC2,0
4.72,86.3,36.6,1,0,Hybrid,IC2,0
5.16,40.4,83.8,0,1,Remote,IC1,0
4.53,67.2,67.1,2,0,Hybrid,IC3,0
5.24,67.4,57.5,0,0,Onsite,IC3,0
3.67,57.8,47.8,1,1,Onsite,IC3,0
1.0,100.0,63.3,3,0,Remote,IC2,0
2.11,67.1,75.8,0,0,Hybrid,IC2,0
7.65,62.3,43.1,1,0,Hybrid,IC1,0
7.08,68.4,57.9,1,1,Remote,Manager,0
4.66,40.0,73.6,1,1,Remote,IC1,0
5.48,57.4,23.2,1,1,Remote,IC3,0
6.52,81.8,57.0,0,0,Remote,IC3,0
4.62,59.2,50.3,1,0,Onsite,IC1,0
7.5,56.4,55.6,5,1,Hybrid,IC2,0
7.34,86.3,49.0,1,0,Onsite,IC1,0
15.36,86.8,60.5,1,0,Onsite,IC2,0
2.19,75.2,92.6,1,0,Hybrid,Manager,0
2.22,61.6,52.2,0,1,Hybrid,IC2,0
4.38,64.6,63.3,0,0,Onsite,Manager,0
11.24,56.7,93.9,0,0,Remote,IC1,0
7.9,54.1,48.1,0,1,Hybrid,IC2,0
5.95,53.4,90.7,0,1,Hybrid,Manager,0
8.26,59.3,58.1,0,1,Onsite,IC3,0
4.79,53.5,90.1,1,0,Onsite,IC2,0
2.64,46.1,71.5,1,0,Onsite,IC3,0
13.07,71.1,63.5,1,0,Hybrid,Manager,0
4.54,71.3,56.8,1,0,Hybrid,IC3,0
7.23,91.8,46.8,1,1,Onsite,IC3,0
0.19,58.6,59.4,1,0,Onsite,IC1,0
0.26,72.1,74.2,0,0,Hybrid,IC1,0
3.79,72.4,57.8,0,0,Onsite,IC3,1
1.5,64.4,52.3,1,0,Onsite,IC2,0
4.05,78.4,53.5,1,1,Hybrid,IC1,0
2.22,78.9,75.9,0,0,Remote,IC2,0
16.8,72.6,80.1,0,0,Remote,IC2,0
6.84,64.4,46.0,0,0,Onsite,IC2,0
8.8,63.0,46.0,1,0,Remote,IC2,0
0.34,48.9,64.8,1,0,Hybrid,IC2,0
5.9,56.7,85.5,0,1,Hybrid,IC1,0
2.9,59.3,78.6,1,0,Onsite,IC3,0
8.91,52.3,35.5,0,0,Onsite,IC3,0
5.31,74.2,53.2,1,1,Onsite,IC1,0
3.24,84.8,41.2,0,0,Hybrid,IC2,0
1.11,55.3,53.2,0,0,Remote,IC2,0
3.74,72.0,86.9,1,0,Hybrid,IC3,0
7.53,53.5,32.4,1,0,Remote,IC3,0
9.25,63.7,28.9,0,0,Hybrid,IC3,0
2.5,58.3,43.1,0,1,Onsite,IC3,0
15.08,76.4,63.2,1,1,Hybrid,IC1,0
7.14,58.5,69.2,1,0,Hybrid,IC2,0
1.53,82.2,65.9,0,0,Hybrid,IC1,0
1.22,64.6,79.2,0,0,Onsite,IC2,0
3.05,58.9,26.3,1,0,Hybrid,IC2,0
2.5,50.5,79.4,3,0,Hybrid,IC3,1
4.81,71.5,52.4,1,0,Remote,IC1,0
3.44,80.5,71.2,0,0,Hybrid,IC3,0
2.68,71.8,34.2,2,1,Hybrid,IC2,0
0.74,99.3,58.1,2,1,Hybrid,IC2,0
5.43,88.0,62.3,1,0,Onsite,IC3,0
0.67,63.7,78.8,0,0,Remote,IC1,0
7.16,63.5,29.5,0,0,Hybrid,IC2,0
0.4,74.6,58.6,1,0,Remote,IC2,0
0.62,56.3,38.5,1,0,Remote,IC3,0
1.53,84.3,67.1,0,0,Remote,IC1,0
2.32,73.1,72.0,1,0,Remote,Manager,0
1.93,71.6,81.2,1,0,Onsite,Manager,0
2.31,77.6,48.4,2,0,Onsite,IC3,0
4.11,92.1,74.7,0,0,Hybrid,IC2,0
1.56,70.4,82.5,0,0,Hybrid,IC3,0
4.14,66.4,28.4,2,0,Onsite,IC1,0
0.19,89.1,69.0,0,0,Onsite,IC3,0
1.51,81.5,75.3,1,0,Hybrid,IC2,0
0.59,63.5,53.3,2,0,Remote,IC1,0
7.1,68.1,36.2,1,0,Hybrid,IC2,0
1.76,70.7,75.0,0,0,Onsite,IC3,1
5.19,73.1,36.4,3,0,Remote,IC3,0
0.47,49.0,54.8,0,1,Hybrid,IC2,0
9.15,46.4,57.3,1,0,Hybrid,IC2,0
3.6,55.6,70.9,0,0,Hybrid,IC3,0
3.29,54.5,46.7,0,0,Hybrid,IC3,0
0.75,59.0,45.7,1,0,Hybrid,IC3,1
1.33,76.9,59.8,0,0,Onsite,IC2,0
2.75,65.6,76.1,1,0,Onsite,IC3,1
1.38,70.7,99.2,0,1,Remote,IC3,0
6.62,50.9,30.9,0,0,Onsite,IC1,0
3.52,61.5,63.7,1,0,Onsite,IC2,0
1.4,76.2,38.4,0,0,Hybrid,IC1,0
5.93,76.3,76.3,0,0,Hybrid,IC2,1
2.45,57.9,41.1,2,1,Onsite,IC3,0
5.74,70.3,45.9,1,0,Hybrid,IC1,0
2.13,98.8,47.4,0,0,Remote,IC2,0
4.93,67.8,56.6,1,0,Hybrid,IC1,0
2.38,58.3,63.8,0,0,Remote,Manager,0
6.62,65.6,66.7,1,0,Hybrid,IC3,0
0.48,69.3,57.9,1,0,Remote,IC2,1
1.02,65.9,34.1,1,0,Hybrid,IC3,0
2.95,67.6,71.1,1,0,Hybrid,IC1,0
1.83,47.8,57.0,0,1,Onsite,IC3,0
2.32,54.5,78.9,0,0,Hybrid,IC3,1
5.35,65.9,45.3,1,0,Onsite,IC1,0
2.28,65.7,29.2,1,0,Onsite,Manager,0
4.25,60.1,57.4,1,0,Remote,IC1,0
1.5,65.5,81.3,2,0,Hybrid,IC3,0
0.36,68.9,60.9,1,0,Remote,IC1,0
5.71,80.5,54.4,0,0,Onsite,IC3,0
10.57,66.6,42.3,0,0,Hybrid,IC1,0
3.93,73.6,89.6,2,0,Hybrid,IC1,0
3.08,60.4,39.5,1,0,Remote,IC2,0
3.62,76.0,44.9,0,1,Hybrid,Manager,0
8.31,73.3,68.3,1,0,Onsite,IC2,0
3.96,80.1,24.6,0,0,Onsite,IC3,0
5.91,78.0,80.9,1,1,Remote,IC2,0
5.73,76.2,69.2,0,0,Hybrid,IC3,0
7.02,66.6,74.2,1,0,Hybrid,IC2,1
3.03,71.4,68.0,1,1,Hybrid,IC2,0
2.11,82.9,55.1,0,0,Remote,Manager,0
4.98,58.9,38.9,0,0,Hybrid,IC2,0
6.67,59.2,55.5,1,1,Onsite,IC2,0
7.57,70.5,40.4,0,0,Hybrid,Manager,0
9.01,73.8,66.8,2,0,Hybrid,IC2,0
6.26,56.5,72.5,0,0,Hybrid,IC2,0
2.01,67.0,84.6,0,0,Hybrid,IC2,0
3.92,66.7,64.7,1,0,Hybrid,IC3,0
3.66,37.0,74.6,0,0,Remote,Manager,0
3.36,64.9,52.7,0,1,Remote,IC3,0
4.98,65.8,49.4,0,0,Onsite,IC3,0
2.81,65.8,66.5,1,0,Onsite,IC2,1
2.81,87.8,51.0,0,1,Hybrid,IC1,0
11.0,51.0,62.8,0,1,Remote,IC1,0
3.16,56.5,38.9,0,0,Remote,IC1,0
6.98,31.4,42.1,0,0,Remote,IC1,0
7.26,61.3,69.4,1,0,Onsite,IC3,0
4.01,62.5,74.0,2,1,Onsite,IC1,0
2.9,60.9,40.3,1,0,Hybrid,IC1,0
1.55,83.5,70.1,0,0,Onsite,IC2,0
0.65,80.0,48.4,0,0,Remote,IC2,0
5.24,69.1,58.3,1,0,Hybrid,IC1,0
4.5,62.8,83.5,0,0,Remote,IC1,0
5.81,82.4,72.5,0,1,Hybrid,IC2,0
2.23,67.7,72.3,0,1,Onsite,IC2,0
11.75,56.5,92.4,1,0,Onsite,IC3,0
4.8,44.0,45.3,1,0,Remote,IC3,0
3.06,61.8,40.3,0,0,Remote,IC3,0
0.33,78.6,45.0,0,0,Hybrid,IC3,0
2.45,99.9,53.4,0,0,Remote,Manager,0
6.0,68.9,15.6,1,0,Hybrid,IC2,0
8.85,57.3,54.3,0,0,Hybrid,IC3,0
3.45,51.4,48.2,1,0,Hybrid,IC2,0
9.84,75.7,72.1,0,0,Hybrid,IC2,0
1.45,43.3,64.3,2,0,Remote,IC2,0
4.6,75.7,47.2,1,0,Onsite,IC1,0
4.7,79.4,68.6,2,0,Hybrid,IC3,0
5.27,74.1,71.0,0,0,Hybrid,IC1,0
3.83,64.9,44.2,1,0,Hybrid,IC3,0
4.42,75.9,49.1,0,1,Hybrid,IC3,0
1.41,70.4,17.9,4,1,Remote,IC2,0
8.28,57.1,38.4,1,0,Remote,IC1,0
6.51,93.9,44.6,1,0,Hybrid,IC2,0
4.29,63.1,59.3,1,0,Hybrid,IC2,1
6.62,78.9,41.0,1,0,Remote,Manager,0
8.46,34.1,48.8,0,1,Hybrid,IC3,0
5.22,85.9,35.9,0,0,Onsite,IC3,0
12.59,88.6,61.1,0,0,Remote,IC2,0
5.53,68.4,65.7,1,0,Remote,IC3,0
1.63,75.8,65.2,1,0,Hybrid,IC3,1
4.13,75.8,58.2,0,0,Hybrid,IC1,0
6.8,59.0,30.3,1,1,Hybrid,IC1,0
8.47,75.7,46.8,0,0,Hybrid,IC1,0
3.89,56.7,50.7,0,0,Hybrid,IC2,0
1.51,59.5,50.7,0,0,Hybrid,IC3,0
2.85,83.8,59.3,1,1,Hybrid,IC3,0
0.94,81.6,83.7,0,0,Onsite,IC2,0
5.94,58.1,72.6,1,0,Remote,Manager,0
2.42,57.7,40.2,1,0,Hybrid,IC1,1
1.87,59.0,70.2,1,0,Hybrid,IC1,0
6.36,78.3,69.5,0,0,Hybrid,Manager,0
9.71,54.0,43.5,2,0,Remote,Manager,0
1.86,73.0,73.3,1,0,Hybrid,IC3,0
3.91,78.5,55.1,2,0,Hybrid,IC2,0
2.95,66.8,32.6,0,0,Remote,Manager,0
8.73,82.1,66.2,0,0,Hybrid,IC3,0
3.22,63.7,61.9,1,0,Onsite,IC3,0
1.38,65.0,53.9,0,1,Hybrid,IC1,0
3.35,54.3,57.3,1,0,Remote,IC2,0
7.52,82.2,45.1,0,0,Onsite,IC3,0
2.81,57.3,69.0,1,0,Remote,IC3,0
2.04,72.9,57.2,1,0,Onsite,IC2,0
3.11,67.0,61.0,0,0,Hybrid,IC2,0
1.42,53.3,64.4,1,0,Remote,IC3,0
2.95,59.5,37.2,1,0,Onsite,IC2,0
2.18,87.4,41.9,5,0,Hybrid,IC2,0
14.11,70.8,18.2,0,1,Hybrid,IC1,0
0.44,53.9,68.2,4,0,Hybrid,IC1,1
1.62,72.3,36.2,4,1,Hybrid,IC3,0
2.04,66.0,60.4,1,0,Hybrid,IC1,0
1.43,100.0,64.7,1,0,Onsite,IC1,0
4.63,72.0,68.8,0,0,Remote,Manager,0
1.83,62.7,36.3,0,0,Hybrid,IC3,0
0.84,87.9,56.8,0,0,Hybrid,IC1,0
3.65,42.2,88.1,0,0,Hybrid,IC2,0
2.68,69.3,88.9,2,1,Hybrid,IC3,0
1.91,95.9,75.8,0,1,Hybrid,IC2,0
8.59,66.4,64.1,0,0,Onsite,IC2,0
4.75,43.7,39.9,2,0,Hybrid,IC2,1
4.37,62.5,70.9,2,0,Remote,IC1,0
4.83,88.4,55.2,2,1,Hybrid,IC3,0
4.65,73.3,68.1,0,0,Remote,IC1,0
2.79,56.3,46.6,0,0,Remote,IC2,0
1.85,58.4,54.9,0,0,Remote,IC1,1
3.71,60.2,61.0,2,0,Hybrid,IC1,0
2.75,73.1,62.4,1,0,Onsite,IC1,0
0.43,86.7,66.9,0,0,Hybrid,IC3,0
1.32,82.7,47.6,1,0,Remote,IC1,0
2.48,74.4,33.8,0,0,Onsite,IC2,0
6.45,49.4,87.2,0,0,Remote,IC1,0
3.72,49.4,100.0,0,0,Onsite,IC3,0
1.57,75.5,66.1,2,1,Hybrid,IC2,1
1.21,49.2,34.2,1,0,Remote,Manager,0
7.43,64.8,44.1,1,0,Hybrid,IC3,0
2.9,72.3,67.2,0,0,Hybrid,IC2,0
0.06,52.1,82.1,1,0,Onsite,IC3,0
3.05,53.7,36.2,0,1,Remote,IC1,0
5.51,66.7,55.8,0,0,Onsite,Manager,0
1.17,75.1,61.5,1,1,Onsite,Manager,0
3.51,82.9,73.6,0,0,Onsite,IC2,0
3.77,76.5,51.8,1,0,Onsite,IC3,0
1.24,69.0,29.9,1,0,Remote,IC1,0
7.9,57.6,69.2,2,0,Hybrid,IC2,0
3.82,53.0,78.2,1,0,Onsite,IC3,0
2.46,60.8,56.5,2,1,Hybrid,Manager,0
2.91,73.7,65.3,2,1,Remote,IC2,0
1.02,72.7,49.5,0,0,Hybrid,IC3,0
0.98,38.6,42.8,2,1,Remote,IC3,0
2.28,57.0,76.5,0,1,Onsite,IC1,0
2.4,84.9,65.0,1,0,Hybrid,IC3,0
2.76,69.1,66.8,1,0,Hybrid,IC3,0
8.37,48.2,85.0,0,0,Onsite,IC3,0
5.3,100.0,39.0,0,0,Hybrid,Manager,0
0.53,67.6,48.1,0,0,Onsite,IC1,0
7.32,73.4,60.8,1,1,Remote,IC1,0
2.26,73.6,47.8,1,0,Remote,IC1,0
5.67,62.9,72.1,0,0,Remote,IC1,0
2.42,57.8,54.6,1,0,Hybrid,IC2,0
3.64,97.7,40.1,0,0,Hybrid,IC3,0
1.1,82.0,59.2,0,0,Hybrid,IC2,0
4.26,79.5,61.1,2,0,Remote,IC3,0
6.13,76.1,74.8,1,0,Remote,IC2,0
0.66,54.0,65.1,1,0,Hybrid,IC2,0
6.2,85.9,66.3,2,0,Remote,IC3,0
1.84,56.2,63.8,0,0,Onsite,IC3,1
10.22,72.0,54.6,0,0,Onsite,IC2,0
5.74,45.0,45.1,0,0,Hybrid,Manager,0
5.06,39.4,63.2,0,0,Hybrid,IC2,0
2.93,72.5,52.0,0,0,Hybrid,IC1,1
15.81,56.7,88.4,1,1,Hybrid,IC2,0
2.27,40.2,82.2,1,0,Onsite,IC3,0
1.35,75.6,69.4,1,1,Onsite,IC2,0
1.9,97.7,64.8,1,1,Hybrid,IC3,0
6.91,87.5,56.4,0,0,Hybrid,IC2,0
3.58,64.4,35.3,2,0,Onsite,IC2,0
3.19,68.1,54.1,0,0,Remote,IC3,0
2.3,80.4,59.8,0,1,Hybrid,IC2,0
3.06,83.7,62.1,2,0,Hybrid,IC2,0
2.17,63.2,66.5,0,0,Hybrid,IC1,0
5.4,68.5,74.6,0,0,Hybrid,IC2,0
2.71,72.2,45.5,2,0,Hybrid,IC2,0
1.93,75.8,45.7,2,0,Remote,IC1,1
6.52,66.1,84.1,0,0,Hybrid,IC2,0
1.39,66.3,71.9,1,0,Onsite,IC1,0
3.62,87.3,51.0,1,1,Onsite,IC1,0
0.43,84.9,56.1,0,0,Hybrid,IC2,0
0.89,74.7,56.2,1,0,Remote,IC2,0
2.48,92.1,58.6,0,0,Onsite,IC3,0
2.14,62.6,66.5,1,1,Hybrid,IC3,0
2.13,90.7,100.0,0,0,Hybrid,IC2,0
5.78,75.6,61.4,2,1,Hybrid,IC1,0
6.02,100.0,69.9,1,0,Remote,IC2,0
4.17,51.3,27.6,0,1,Onsite,IC1,0
1.32,58.3,49.3,1,0,Hybrid,IC2,0
